 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,60521808,14,15,1465,5320,1081,0,104.6428571,286.9868952,1460,0,354.6666667,561.3632217,112.1083494,0.479166121,2161493.143,4173552.785,10000000,16,60500000,4655523.692,5199940.71,10100000,609,60500000,4319254.357,5157016.429,10100000,48,0,0,0,0,292,372,0.231321576,0.247844546,0,1460,226.1666667,454.4070849,206485.7989,0,0,0,1,0,0,0,0,1,233.9655172,104.6428571,354.6666667,292,0,0,0,0,0,0,14,1465,15,5320,8192,127,13,20,71916.66667,51016.78599,176054,50960,10000000,4222.161232,10000000,10000000,BENIGN
123,64000512,4,4,192,192,48,48,48,0,48,48,48,0,5.999952,0.124999,9142930.286,24200000,64000000,3,64000000,21300000,37000000,64000000,3,64000000,21300000,37000000,64000000,3,0,0,0,0,128,128,0.0624995,0.0624995,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,128,0,0,0,0,0,0,4,192,4,192,-1,-1,3,32,89,0,89,89,64000000,0,64000000,64000000,BENIGN
443,118095591,22,24,995,19325,303,0,45.22727273,78.0262055,1439,0,805.2083333,684.9974915,172.0640019,0.389514965,2624346.467,12200000,58700000,2,118000000,5623599.571,17600000,58700000,49,118000000,5133008.478,16900000,58700000,2,0,0,0,0,476,492,0.186289766,0.203225199,0,1439,432.3404255,621.0167076,385661.7512,0,0,0,1,0,0,0,0,1,441.7391304,45.22727273,805.2083333,476,0,0,0,0,0,0,22,995,24,19325,8192,360,19,20,236054,58548.44148,277454,194654,58700000,25153.90953,58700000,58700000,BENIGN
443,117844421,17,16,987,5231,322,0,58.05882353,89.58757628,1430,0,326.9375,492.0165944,52.76448344,0.280030227,3682638.156,14400000,58700000,3,118000000,7365276.312,20000000,58700000,18,118000000,7853805.2,20600000,58700000,3,0,0,0,0,376,332,0.144257996,0.135772231,0,1430,182.8823529,364.7320116,133029.4403,0,0,0,1,0,0,0,0,0,188.4242424,58.05882353,326.9375,376,0,0,0,0,0,0,17,987,16,5231,8192,360,14,20,224926,70170.44854,274544,175308,58600000,189562.6001,58700000,58400000,BENIGN
53,47513,1,1,92,174,92,92,92,0,174,174,174,0,5598.467788,42.09374277,47513,0,47513,47513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,21.04687138,21.04687138,92,174,119.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,179,92,174,32,0,0,0,0,0,0,1,92,1,174,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,73243,1,1,46,98,46,46,46,0,98,98,98,0,1966.05819,27.30636375,73243,0,73243,73243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13.65318187,13.65318187,46,98,63.33333333,30.022214,901.3333333,0,0,0,0,0,0,0,0,1,95,46,98,20,0,0,0,0,0,0,1,46,1,98,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,70818,1,1,50,156,50,50,50,0,156,156,156,0,2908.864978,28.24140755,70818,0,70818,70818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14.12070378,14.12070378,50,156,85.33333333,61.19912853,3745.333333,0,0,0,0,0,0,0,0,1,128,50,156,20,0,0,0,0,0,0,1,50,1,156,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,50186,1,1,54,82,54,54,54,0,82,82,82,0,2709.919101,39.85175148,50186,0,50186,50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,19.92587574,19.92587574,54,82,63.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,95,54,82,32,0,0,0,0,0,0,1,54,1,82,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,674,1,1,49,88,49,49,49,0,88,88,88,0,203264.095,2967.35905,674,0,674,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1483.679525,1483.679525,49,88,62,22.5166605,507,0,0,0,0,0,0,0,0,1,93,49,88,20,0,0,0,0,0,0,1,49,1,88,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,1001,2,2,76,154,38,38,38,0,77,77,77,0,229770.2298,3996.003996,333.6666667,570.9994162,993,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,1998.001998,1998.001998,38,77,53.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,67,38,77,40,0,0,0,0,0,0,2,76,2,154,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,488595,1,1,69,134,69,69,69,0,134,134,134,0,415.4770311,4.093369764,488595,0,488595,488595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.046684882,2.046684882,69,134,90.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,136,69,134,20,0,0,0,0,0,0,1,69,1,134,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,47829,2,2,162,326,81,81,81,0,163,163,163,0,10203.01491,83.63126973,15943,27607.15782,47821,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,40,41.81563487,41.81563487,81,163,113.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,142.25,81,163,64,0,0,0,0,0,0,2,162,2,326,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,137,2,2,86,118,43,43,43,0,59,59,59,0,1489051.095,29197.08029,45.66666667,73.90083446,131,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,14598.54015,14598.54015,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43,59,64,0,0,0,0,0,0,2,86,2,118,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,71163,2,2,78,290,39,39,39,0,145,145,145,0,5171.226621,56.20898501,23721,41079.91503,71156,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,28.1044925,28.1044925,39,145,81.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,101.75,39,145,40,0,0,0,0,0,0,2,78,2,290,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
0,68236,2,0,0,0,0,0,0,0,0,0,0,0,0,29.31004162,68236,0,68236,68236,68236,68236,0,68236,68236,0,0,0,0,0,0,0,0,0,0,0,29.31004162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
53,73565,2,2,70,174,35,35,35,0,87,87,87,0,3316.794671,54.37368314,24521.66667,42467.5764,73559,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,27.18684157,27.18684157,35,87,55.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,69.75,35,87,40,0,0,0,0,0,0,2,70,2,174,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,489018,2,2,88,326,44,44,44,0,163,163,163,0,846.5946039,8.179658008,163006,282329.4778,489012,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,4.089829004,4.089829004,44,163,91.6,65.17898434,4248.3,0,0,0,0,0,0,0,0,1,114.5,44,163,40,0,0,0,0,0,0,2,88,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,152,2,2,162,226,81,81,81,0,113,113,113,0,2552631.579,26315.78947,50.66666667,82.56108849,146,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13157.89474,13157.89474,81,113,93.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,117.25,81,113,64,0,0,0,0,0,0,2,162,2,226,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,50476,2,2,86,142,43,43,43,0,71,71,71,0,4516.998177,79.24558206,16825.33333,29137.13604,50470,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,39.62279103,39.62279103,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,64,0,0,0,0,0,0,2,86,2,142,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,452918,9,9,2947,6537,1845,0,327.4444444,611.7364856,1460,0,726.3333333,708.4096626,20939.77276,39.74229331,26642.23529,38674.88525,131184,28,452918,56614.75,79240.15182,237579,64,388540,48567.5,47257.59149,131184,192,0,0,0,0,192,192,19.87114665,19.87114665,0,1845,499.1578947,666.146986,443751.807,0,0,0,1,0,0,0,0,1,526.8888889,327.4444444,726.3333333,192,0,0,0,0,0,0,9,2947,9,6537,8192,510,8,20,0,0,0,0,0,0,0,0,BENIGN
123,69935917,2,1,96,48,48,48,48,0,48,48,48,0,2.059027838,0.042896413,35000000,43900000,66000000,3935952,66000000,66000000,0,66000000,66000000,0,0,0,0,0,0,0,0,0,52,32,0.028597609,0.014298804,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,52,0,0,0,0,0,0,2,96,1,48,-1,-1,1,20,0,0,0,0,66000000,0,66000000,66000000,BENIGN
53,64115,1,1,70,86,70,70,70,0,86,86,86,0,2433.127973,31.19394837,64115,0,64115,64115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.59697419,15.59697419,70,86,75.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,113,70,86,20,0,0,0,0,0,0,1,70,1,86,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,64483,2,2,98,240,49,49,49,0,120,120,120,0,5241.691609,62.03185336,21494.33333,37223.21523,64476,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,31.01592668,31.01592668,49,120,77.4,38.88830158,1512.3,0,0,0,0,0,0,0,0,1,96.75,49,120,40,0,0,0,0,0,0,2,98,2,240,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
49459,48,1,1,6,6,6,6,6,0,6,6,6,0,250000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,510,255,0,20,0,0,0,0,0,0,0,0,BENIGN
443,919177,13,13,18893,4516,5840,0,1453.307692,1995.748539,1460,0,347.3846154,561.5405207,25467.34742,28.28617339,36767.08,55738.64052,189851,3,919177,76598.08333,95453.82564,316740,193,601615,50134.58333,58710.22928,188063,3,0,0,0,0,272,272,14.1430867,14.1430867,0,5840,867,1523.036037,2319638.769,0,0,0,1,0,0,0,0,1,900.3461538,1453.307692,347.3846154,272,0,0,0,0,0,0,13,18893,13,4516,8192,256,12,20,0,0,0,0,0,0,0,0,BENIGN
1097,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,9250000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,40,0,500000,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,60,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
1105,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
1095,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,60,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
1092,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,335,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
123,64094544,2,2,96,96,48,48,48,0,48,48,48,0,2.995574787,0.062407808,21400000,36800000,63900000,94103,64000000,64000000,0,64000000,64000000,64000000,64000000,0,64000000,64000000,0,0,0,0,64,52,0.031203904,0.031203904,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,94185,0,94185,94185,63900000,0,63900000,63900000,BENIGN
123,66016331,2,2,96,96,48,48,48,0,48,48,48,0,2.908371263,0.060591068,22000000,38100000,66000000,15956,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,52,52,0.030295534,0.030295534,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,15956,0,15956,15956,66000000,0,66000000,66000000,BENIGN
1088,32,1,1,6,6,6,6,6,0,6,6,6,0,375000,62500,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,31250,31250,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,BENIGN
1091,16,1,1,6,6,6,6,6,0,6,6,6,0,750000,125000,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,62500,62500,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0,0,0,0,0,0,0,0,BENIGN
443,60703888,13,12,980,3434,596,0,75.38461538,168.1158026,1615,2,286.1666667,589.1466608,72.71362915,0.411835235,2529328.667,4403171.503,10000000,131,60700000,5058657.333,5228579.072,10100000,273,60600000,5510907.364,5231951.316,10100000,222,0,0,0,0,272,244,0.214154322,0.197680913,0,1615,169.7692308,422.5824708,178575.9446,0,0,0,1,0,0,0,0,0,176.56,75.38461538,286.1666667,272,0,0,0,0,0,0,13,980,12,3434,8192,30992,12,20,122254,95314.57344,316814,83275,9995014.833,30540.8749,10000000,9934167,BENIGN
123,68089824,2,2,96,96,48,48,48,0,48,48,48,0,2.819804616,0.058745929,22700000,39200000,67900000,89372,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,52,52,0.029372965,0.029372965,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,89659,0,89659,89659,67900000,0,67900000,67900000,BENIGN
53,23299,1,1,51,136,51,51,51,0,136,136,136,0,8026.095541,85.84059402,23299,0,23299,23299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.92029701,42.92029701,51,136,79.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,119,51,136,32,0,0,0,0,0,0,1,51,1,136,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,46718,1,1,56,188,56,56,56,0,188,188,188,0,5222.82632,42.8100518,46718,0,46718,46718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21.4050259,21.4050259,56,188,100,76.21023553,5808,0,0,0,0,0,0,0,0,1,150,56,188,20,0,0,0,0,0,0,1,56,1,188,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,183,2,2,80,272,40,40,40,0,136,136,136,0,1923497.268,21857.9235,61,99.59417654,176,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,10928.96175,10928.96175,40,136,78.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,98,40,136,64,0,0,0,0,0,0,2,80,2,272,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,47161,2,2,90,354,45,45,45,0,177,177,177,0,9414.55864,84.8158436,15720.33333,27222.35387,47154,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,42.4079218,42.4079218,45,177,97.8,72.29937759,5227.2,0,0,0,0,0,0,0,0,1,122.25,45,177,40,0,0,0,0,0,0,2,90,2,354,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,23620,2,2,80,250,40,40,40,0,125,125,125,0,13971.21084,169.3480102,7873.333333,13631.81721,23614,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,84.67400508,84.67400508,40,125,74,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,92.5,40,125,64,0,0,0,0,0,0,2,80,2,250,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
1139,19,1,1,6,6,6,6,6,0,6,6,6,0,631578.9474,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0,0,0,0,0,0,0,0,BENIGN
1138,20,1,1,6,6,6,6,6,0,6,6,6,0,600000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0,0,0,0,0,0,0,0,BENIGN
49443,44,1,1,6,6,6,6,6,0,6,6,6,0,272727.2727,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,22727.27273,22727.27273,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,509,257,0,20,0,0,0,0,0,0,0,0,BENIGN
1123,22,1,1,6,6,6,6,6,0,6,6,6,0,545454.5455,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,62,255,0,20,0,0,0,0,0,0,0,0,BENIGN
1127,95,1,1,6,6,6,6,6,0,6,6,6,0,126315.7895,21052.63158,95,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10526.31579,10526.31579,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,286,256,0,20,0,0,0,0,0,0,0,0,BENIGN
1130,18,1,1,6,6,6,6,6,0,6,6,6,0,666666.6667,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,BENIGN
1154,232,2,1,37,6,31,6,18.5,17.67766953,6,6,6,0,185344.8276,12931.03448,116,45.254834,148,84,232,232,0,232,232,0,0,0,0,0,1,0,0,0,40,20,8620.689655,4310.344828,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6,40,0,0,0,0,0,0,2,37,1,6,75,0,1,20,0,0,0,0,0,0,0,0,BENIGN
1145,1001,2,0,12,0,6,6,6,0,0,0,0,0,11988.01199,1998.001998,1001,0,1001,1001,1001,1001,0,1001,1001,0,0,0,0,0,0,0,0,0,40,0,1998.001998,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,119,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,115341803,17,15,519,1598,435,0,30.52941176,104.2485717,796,0,106.5333333,279.9269973,18.35414347,0.277436273,3720703.323,4804919.22,10000000,90,115000000,7208862.687,4436562.479,10000000,315,110000000,7883194.643,4228009.882,10000000,779,0,0,0,0,364,444,0.14738802,0.130048253,0,796,64.15151515,203.1923536,41287.13258,0,0,0,1,0,0,0,0,0,66.15625,30.52941176,106.5333333,364,0,0,0,0,0,0,17,519,15,1598,8192,288,15,20,46194.63636,75055.39088,272495,23485,9986973.182,66987.00185,10000000,9785000,BENIGN
1160,97,1,1,6,6,6,6,6,0,6,6,6,0,123711.3402,20618.5567,97,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10309.27835,10309.27835,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,229,256,0,20,0,0,0,0,0,0,0,0,BENIGN
1161,3,1,1,6,6,6,6,6,0,6,6,6,0,4000000,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,229,256,0,20,0,0,0,0,0,0,0,0,BENIGN
1174,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,119,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
1172,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,119,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,144,2,0,12,0,6,6,6,0,0,0,0,0,83333.33333,13888.88889,144,0,144,144,144,144,0,144,144,0,0,0,0,0,0,0,0,0,40,0,13888.88889,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
123,67016706,2,2,96,96,48,48,48,0,48,48,48,0,2.864957284,0.05968661,22300000,38700000,67000000,16207,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,64,64,0.029843305,0.029843305,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,16207,0,16207,16207,67000000,0,67000000,67000000,BENIGN
123,67116515,2,2,96,96,48,48,48,0,48,48,48,0,2.860696805,0.05959785,22400000,38500000,66900000,116069,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,64,64,0.029798925,0.029798925,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,116136,0,116136,116136,66900000,0,66900000,66900000,BENIGN
123,69109155,2,2,96,96,48,48,48,0,48,48,48,0,2.778213682,0.057879452,23000000,39700000,68900000,108702,69000000,69000000,0,69000000,69000000,69000000,69000000,0,69000000,69000000,0,0,0,0,64,64,0.028939726,0.028939726,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,108753,0,108753,108753,68900000,0,68900000,68900000,BENIGN
123,68024536,2,2,96,96,48,48,48,0,48,48,48,0,2.822510983,0.058802312,22700000,39200000,68000000,24089,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,64,64,0.029401156,0.029401156,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,24105,0,24105,24105,68000000,0,68000000,68000000,BENIGN
123,64000739,4,4,192,192,48,48,48,0,48,48,48,0,5.99993072,0.124998557,9142962.714,24200000,64000000,1,64000000,21300000,37000000,64000000,3,64000000,21300000,37000000,64000000,1,0,0,0,0,128,128,0.062499278,0.062499278,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,128,0,0,0,0,0,0,4,192,4,192,-1,-1,3,32,63,0,63,63,64000000,0,64000000,64000000,BENIGN
123,66016932,2,2,96,96,48,48,48,0,48,48,48,0,2.908344786,0.060590516,22000000,38100000,66000000,16484,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,64,64,0.030295258,0.030295258,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,16531,0,16531,16531,66000000,0,66000000,66000000,BENIGN
123,68016491,2,2,96,96,48,48,48,0,48,48,48,0,2.82284483,0.058809267,22700000,39200000,68000000,15992,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,64,64,0.029404634,0.029404634,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,15992,0,15992,15992,68000000,0,68000000,68000000,BENIGN
123,60034705,2,2,96,96,48,48,48,0,48,48,48,0,3.198150137,0.066628128,20000000,34600000,60000000,33660,60000000,60000000,0,60000000,60000000,60000000,60000000,0,60000000,60000000,0,0,0,0,64,64,0.033314064,0.033314064,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,33660,0,33660,33660,60000000,0,60000000,60000000,BENIGN
123,66097429,2,2,96,96,48,48,48,0,48,48,48,0,2.904802848,0.060516726,22000000,38000000,65900000,96976,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,64,64,0.030258363,0.030258363,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,97008,0,97008,97008,65900000,0,65900000,65900000,BENIGN
123,68016950,2,2,96,96,48,48,48,0,48,48,48,0,2.822825781,0.05880887,22700000,39200000,68000000,16406,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,64,52,0.029404435,0.029404435,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,16406,0,16406,16406,68000000,0,68000000,68000000,BENIGN
